geo_id,name_x,total_pop,pct_male,median_age,pct_hisp_latino,pce_white,pct_black,pct_american_ind,pct_asian,pct_hawaiian_pacisldr,pct_other_race,name_y,pct_unemployed,avg_wrk_commute_mins,median_hsld_income,per_cap_income,name_x,total_households,avg_household_size,avg_family_size,pop_in_households,pct_bach_degree,name_y,total_housing_units,occupied_housing_units,total_units_in_structure,units_built_after_2014,owner_occupied_units,renter_occupied_units
1400000US11001004100,"Census Tract 41, District of Columbia, District of Columbia",2541,49.2,46.8,8.5,75.9,4.2,0.0,7.2,0.0,0.7,"Census Tract 41, District of Columbia, District of Columbia",2.3,24.6,156486,134011,"Census Tract 41, District of Columbia, District of Columbia",1398,1.81,2.44,2529,92.5,"Census Tract 41, District of Columbia, District of Columbia",1629,1398,1629,9,721,677
1400000US11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",3692,54.0,31.7,8.1,79.3,5.3,0.0,3.0,0.0,2.3,"Census Tract 42.01, District of Columbia, District of Columbia",1.7,27.2,123148,91108,"Census Tract 42.01, District of Columbia, District of Columbia",1998,1.85,2.72,3692,90.4,"Census Tract 42.01, District of Columbia, District of Columbia",2116,1998,2116,0,692,1306
1400000US11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2404,51.5,34.1,14.7,75.2,0.8,0.3,5.7,0.0,0.2,"Census Tract 42.02, District of Columbia, District of Columbia",3.2,22.9,105742,108931,"Census Tract 42.02, District of Columbia, District of Columbia",1621,1.42,2.26,2305,92.6,"Census Tract 42.02, District of Columbia, District of Columbia",1826,1621,1826,0,576,1045
1400000US11001004300,"Census Tract 43, District of Columbia, District of Columbia",4076,48.7,35.2,13.5,59.7,19.7,0.6,3.7,0.0,0.0,"Census Tract 43, District of Columbia, District of Columbia",2.4,27.0,97688,77882,"Census Tract 43, District of Columbia, District of Columbia",2221,1.84,2.86,4076,78.3,"Census Tract 43, District of Columbia, District of Columbia",2349,2221,2349,119,844,1377
1400000US11001004400,"Census Tract 44, District of Columbia, District of Columbia",5742,52.5,33.7,7.0,58.2,25.1,0.0,6.0,0.0,0.9,"Census Tract 44, District of Columbia, District of Columbia",4.3,26.8,179932,109033,"Census Tract 44, District of Columbia, District of Columbia",2790,2.04,2.85,5700,85.8,"Census Tract 44, District of Columbia, District of Columbia",3049,2790,3049,276,1566,1224
1400000US11001004600,"Census Tract 46, District of Columbia, District of Columbia",3031,52.1,34.9,8.6,39.0,44.9,0.0,5.6,0.0,0.0,"Census Tract 46, District of Columbia, District of Columbia",4.2,27.5,112000,64913,"Census Tract 46, District of Columbia, District of Columbia",1428,2.10,3.39,3002,60.8,"Census Tract 46, District of Columbia, District of Columbia",1490,1428,1490,50,753,675
1400000US11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",4630,44.9,30.6,4.6,23.3,59.0,0.0,10.3,0.0,0.3,"Census Tract 47.01, District of Columbia, District of Columbia",7.1,26.6,48851,43736,"Census Tract 47.01, District of Columbia, District of Columbia",2482,1.86,3.13,4625,49.9,"Census Tract 47.01, District of Columbia, District of Columbia",2907,2482,2907,404,417,2065
1400000US11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",3320,48.8,33.1,7.9,50.8,29.7,0.5,6.8,0.0,0.2,"Census Tract 47.02, District of Columbia, District of Columbia",2.8,25.6,107885,80643,"Census Tract 47.02, District of Columbia, District of Columbia",1800,1.65,2.58,2966,72.0,"Census Tract 47.02, District of Columbia, District of Columbia",1888,1800,1888,423,312,1488
1400000US11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",2900,48.6,31.1,8.3,48.9,34.4,0.0,3.8,0.0,1.7,"Census Tract 48.01, District of Columbia, District of Columbia",2.3,28.7,115625,62710,"Census Tract 48.01, District of Columbia, District of Columbia",1191,2.36,3.20,2815,69.7,"Census Tract 48.01, District of Columbia, District of Columbia",1329,1191,1329,118,448,743
1400000US11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",3777,52.0,33.6,7.4,36.4,42.9,0.0,11.1,0.0,0.3,"Census Tract 48.02, District of Columbia, District of Columbia",0.5,24.4,90000,56063,"Census Tract 48.02, District of Columbia, District of Columbia",1840,2.03,2.84,3735,54.3,"Census Tract 48.02, District of Columbia, District of Columbia",1941,1840,1941,0,316,1524
1400000US11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",3115,56.8,32.4,17.8,43.4,32.4,0.0,3.9,0.0,0.4,"Census Tract 49.01, District of Columbia, District of Columbia",3.8,27.1,116964,68545,"Census Tract 49.01, District of Columbia, District of Columbia",1485,2.07,3.23,3078,68.9,"Census Tract 49.01, District of Columbia, District of Columbia",1576,1485,1576,372,300,1185
1400000US11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",3256,46.2,31.9,20.1,40.4,23.9,1.9,9.2,0.0,0.2,"Census Tract 49.02, District of Columbia, District of Columbia",2.7,24.9,120054,68498,"Census Tract 49.02, District of Columbia, District of Columbia",1541,2.11,3.26,3256,70.1,"Census Tract 49.02, District of Columbia, District of Columbia",1611,1541,1611,87,548,993
1400000US11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",2071,58.7,35.5,14.1,65.1,11.0,0.0,5.9,0.0,0.8,"Census Tract 50.01, District of Columbia, District of Columbia",2.9,26.4,145208,104236,"Census Tract 50.01, District of Columbia, District of Columbia",995,1.94,2.58,1930,83.3,"Census Tract 50.01, District of Columbia, District of Columbia",1059,995,1059,28,448,547
1400000US11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",5860,54.2,34.1,23.4,43.4,21.2,0.5,8.2,0.3,0.2,"Census Tract 50.02, District of Columbia, District of Columbia",2.7,23.7,87361,70135,"Census Tract 50.02, District of Columbia, District of Columbia",3391,1.71,3.03,5782,68.2,"Census Tract 50.02, District of Columbia, District of Columbia",3665,3391,3665,0,824,2567
1400000US11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",6285,49.8,33.3,14.3,67.2,10.5,1.4,5.2,0.0,0.4,"Census Tract 52.01, District of Columbia, District of Columbia",1.9,23.8,110441,93093,"Census Tract 52.01, District of Columbia, District of Columbia",4130,1.52,2.29,6285,81.8,"Census Tract 52.01, District of Columbia, District of Columbia",4474,4130,4474,59,1427,2703
1400000US11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",5033,48.1,33.1,8.8,75.1,2.5,0.3,11.3,0.0,0.0,"Census Tract 53.01, District of Columbia, District of Columbia",2.0,25.4,94436,83422,"Census Tract 53.01, District of Columbia, District of Columbia",3463,1.45,2.45,5016,95.5,"Census Tract 53.01, District of Columbia, District of Columbia",3681,3463,3681,84,1330,2133
1400000US11001005500,"Census Tract 55, District of Columbia, District of Columbia",6901,50.7,35.1,8.2,74.6,6.5,0.0,9.2,0.0,0.0,"Census Tract 55, District of Columbia, District of Columbia",1.2,23.9,100982,85790,"Census Tract 55, District of Columbia, District of Columbia",4136,1.61,2.25,6645,90.3,"Census Tract 55, District of Columbia, District of Columbia",4667,4136,4667,30,1508,2628
1400000US11001005600,"Census Tract 56, District of Columbia, District of Columbia",6424,47.9,28.6,15.3,62.4,6.0,0.3,12.7,0.0,1.0,"Census Tract 56, District of Columbia, District of Columbia",2.5,22.2,83722,57772,"Census Tract 56, District of Columbia, District of Columbia",3137,1.54,2.41,4843,87.6,"Census Tract 56, District of Columbia, District of Columbia",4004,3137,4004,15,1290,1847
1400000US11001005800,"Census Tract 58, District of Columbia, District of Columbia",3395,50.1,42.7,9.2,61.8,9.0,0.0,16.6,0.0,0.0,"Census Tract 58, District of Columbia, District of Columbia",6.4,19.7,143268,110283,"Census Tract 58, District of Columbia, District of Columbia",2165,1.49,2.36,3228,81.6,"Census Tract 58, District of Columbia, District of Columbia",2728,2165,2728,297,684,1481
1400000US11001005900,"Census Tract 59, District of Columbia, District of Columbia",2499,53.1,27.7,8.4,50.9,22.5,0.0,13.1,0.0,1.4,"Census Tract 59, District of Columbia, District of Columbia",5.4,24.7,92000,54657,"Census Tract 59, District of Columbia, District of Columbia",1222,1.69,2.62,2061,74.6,"Census Tract 59, District of Columbia, District of Columbia",1521,1222,1521,0,180,1042
1400000US11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",60,65.0,-,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 62.02, District of Columbia, District of Columbia",0.0,N,-,N,"Census Tract 62.02, District of Columbia, District of Columbia",39,1.54,-,60,100.0,"Census Tract 62.02, District of Columbia, District of Columbia",39,39,39,0,0,39
1400000US11001006400,"Census Tract 64, District of Columbia, District of Columbia",2569,45.2,34.8,4.2,19.5,74.3,0.0,1.2,0.0,0.0,"Census Tract 64, District of Columbia, District of Columbia",10.0,27.0,30991,36971,"Census Tract 64, District of Columbia, District of Columbia",1298,1.98,2.85,2569,35.8,"Census Tract 64, District of Columbia, District of Columbia",1425,1298,1425,0,221,1077
1400000US11001006500,"Census Tract 65, District of Columbia, District of Columbia",2760,50.4,32.4,9.6,77.1,11.1,0.0,0.2,0.0,0.1,"Census Tract 65, District of Columbia, District of Columbia",4.0,20.6,126964,73078,"Census Tract 65, District of Columbia, District of Columbia",1161,2.22,2.84,2572,87.3,"Census Tract 65, District of Columbia, District of Columbia",1472,1161,1472,0,542,619
1400000US11001006600,"Census Tract 66, District of Columbia, District of Columbia",2061,47.6,41.4,2.9,85.7,1.8,0.0,3.7,0.0,0.0,"Census Tract 66, District of Columbia, District of Columbia",2.0,28.2,132396,74167,"Census Tract 66, District of Columbia, District of Columbia",1003,2.04,2.71,2050,90.6,"Census Tract 66, District of Columbia, District of Columbia",1115,1003,1115,0,621,382
1400000US11001006700,"Census Tract 67, District of Columbia, District of Columbia",4404,49.9,36.8,5.3,76.1,12.1,0.0,4.1,0.0,0.4,"Census Tract 67, District of Columbia, District of Columbia",1.0,31.5,142813,81561,"Census Tract 67, District of Columbia, District of Columbia",1786,2.46,2.87,4386,89.5,"Census Tract 67, District of Columbia, District of Columbia",1927,1786,1927,0,1126,660
1400000US11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2380,45.9,35.4,6.1,48.9,37.1,0.0,3.7,0.0,0.5,"Census Tract 68.01, District of Columbia, District of Columbia",5.0,30.1,100880,53431,"Census Tract 68.01, District of Columbia, District of Columbia",951,2.42,3.03,2306,68.6,"Census Tract 68.01, District of Columbia, District of Columbia",1082,951,1082,57,523,428
1400000US11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2578,47.1,34.2,3.3,63.3,29.2,0.0,1.3,0.0,0.0,"Census Tract 68.02, District of Columbia, District of Columbia",2.5,30.5,166000,70914,"Census Tract 68.02, District of Columbia, District of Columbia",1044,2.45,3.00,2555,80.3,"Census Tract 68.02, District of Columbia, District of Columbia",1077,1044,1077,33,750,294
1400000US11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2654,91.4,33.3,6.9,7.1,83.6,0.6,0.0,0.0,0.0,"Census Tract 68.04, District of Columbia, District of Columbia",2.1,27.4,158750,8739,"Census Tract 68.04, District of Columbia, District of Columbia",32,4.03,3.83,129,8.2,"Census Tract 68.04, District of Columbia, District of Columbia",32,32,32,0,32,0
1400000US11001006900,"Census Tract 69, District of Columbia, District of Columbia",2582,44.8,37.0,5.8,70.4,17.0,0.0,0.6,0.0,0.0,"Census Tract 69, District of Columbia, District of Columbia",0.9,27.6,163125,84421,"Census Tract 69, District of Columbia, District of Columbia",1168,2.20,2.97,2569,82.2,"Census Tract 69, District of Columbia, District of Columbia",1257,1168,1257,9,688,480
1400000US11001007000,"Census Tract 70, District of Columbia, District of Columbia",2725,56.2,31.5,11.4,71.8,6.3,0.0,2.2,0.0,1.2,"Census Tract 70, District of Columbia, District of Columbia",3.7,19.7,143875,74414,"Census Tract 70, District of Columbia, District of Columbia",1065,2.16,2.84,2296,88.6,"Census Tract 70, District of Columbia, District of Columbia",1205,1065,1205,0,548,517
1400000US11001007100,"Census Tract 71, District of Columbia, District of Columbia",3279,47.6,31.0,5.1,29.2,59.3,0.0,4.2,0.0,0.0,"Census Tract 71, District of Columbia, District of Columbia",11.1,28.5,70000,42791,"Census Tract 71, District of Columbia, District of Columbia",1276,2.56,3.63,3270,49.9,"Census Tract 71, District of Columbia, District of Columbia",1400,1276,1400,17,504,772
1400000US11001007200,"Census Tract 72, District of Columbia, District of Columbia",5807,48.0,31.7,5.8,63.8,22.6,0.0,4.3,0.0,0.0,"Census Tract 72, District of Columbia, District of Columbia",3.9,26.9,115667,75969,"Census Tract 72, District of Columbia, District of Columbia",3178,1.80,2.74,5729,85.8,"Census Tract 72, District of Columbia, District of Columbia",3493,3178,3493,728,551,2627
1400000US11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",4746,54.0,24.0,15.0,51.2,25.6,0.1,2.3,0.0,0.6,"Census Tract 73.01, District of Columbia, District of Columbia",2.1,16.0,88015,31918,"Census Tract 73.01, District of Columbia, District of Columbia",1280,3.27,3.50,4180,60.4,"Census Tract 73.01, District of Columbia, District of Columbia",1383,1280,1383,10,0,1280
1400000US11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",3913,39.8,32.5,2.6,3.7,92.9,0.0,0.0,0.0,0.0,"Census Tract 73.04, District of Columbia, District of Columbia",10.6,30.7,31514,18101,"Census Tract 73.04, District of Columbia, District of Columbia",1231,2.98,3.83,3666,12.4,"Census Tract 73.04, District of Columbia, District of Columbia",1478,1231,1478,0,291,940
1400000US11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",1876,39.2,27.5,2.5,2.2,92.3,0.0,1.4,0.0,1.5,"Census Tract 74.01, District of Columbia, District of Columbia",13.5,39.4,13750,9761,"Census Tract 74.01, District of Columbia, District of Columbia",751,2.46,3.31,1849,7.6,"Census Tract 74.01, District of Columbia, District of Columbia",1121,751,1121,14,95,656
1400000US11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",2790,44.7,29.6,0.0,1.7,96.7,0.0,0.0,0.0,1.5,"Census Tract 74.03, District of Columbia, District of Columbia",4.8,36.5,26419,19422,"Census Tract 74.03, District of Columbia, District of Columbia",1054,2.65,3.50,2790,6.9,"Census Tract 74.03, District of Columbia, District of Columbia",1163,1054,1163,65,79,975
1400000US11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",3947,47.8,27.3,4.6,2.0,90.8,0.0,0.2,0.0,2.3,"Census Tract 74.04, District of Columbia, District of Columbia",6.1,32.3,52100,25826,"Census Tract 74.04, District of Columbia, District of Columbia",1140,3.45,4.21,3937,16.5,"Census Tract 74.04, District of Columbia, District of Columbia",1366,1140,1366,30,357,783
1400000US11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",3474,36.4,21.3,7.9,0.1,89.8,0.0,0.0,0.3,0.0,"Census Tract 74.06, District of Columbia, District of Columbia",6.6,37.1,23542,11534,"Census Tract 74.06, District of Columbia, District of Columbia",1002,3.46,4.21,3470,10.4,"Census Tract 74.06, District of Columbia, District of Columbia",1211,1002,1211,24,67,935
1400000US11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",3164,39.1,32.3,1.8,1.6,96.6,0.0,0.0,0.0,0.0,"Census Tract 74.07, District of Columbia, District of Columbia",8.3,27.9,40079,39669,"Census Tract 74.07, District of Columbia, District of Columbia",1398,2.26,3.30,3164,18.5,"Census Tract 74.07, District of Columbia, District of Columbia",1527,1398,1527,73,593,805
1400000US11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",3423,53.1,30.3,0.6,2.0,90.6,2.2,0.0,0.0,4.6,"Census Tract 74.08, District of Columbia, District of Columbia",10.4,36.4,22879,12253,"Census Tract 74.08, District of Columbia, District of Columbia",1029,2.62,3.61,2691,9.3,"Census Tract 74.08, District of Columbia, District of Columbia",1311,1029,1311,0,130,899
1400000US11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",4392,39.6,26.9,4.2,0.8,89.3,0.0,2.4,0.0,0.0,"Census Tract 74.09, District of Columbia, District of Columbia",16.2,36.4,37153,17534,"Census Tract 74.09, District of Columbia, District of Columbia",1532,2.87,3.49,4392,13.2,"Census Tract 74.09, District of Columbia, District of Columbia",1634,1532,1634,0,310,1222
1400000US11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",5342,42.6,34.1,0.0,1.1,98.5,0.0,0.0,0.0,0.0,"Census Tract 75.02, District of Columbia, District of Columbia",8.9,33.4,27004,16801,"Census Tract 75.02, District of Columbia, District of Columbia",1776,2.74,3.88,4869,16.0,"Census Tract 75.02, District of Columbia, District of Columbia",2091,1776,2091,0,331,1445
1400000US11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2552,43.1,27.7,1.3,5.0,93.3,0.0,0.0,0.0,0.0,"Census Tract 75.03, District of Columbia, District of Columbia",7.7,30.9,27206,16721,"Census Tract 75.03, District of Columbia, District of Columbia",912,2.73,3.77,2487,18.8,"Census Tract 75.03, District of Columbia, District of Columbia",1048,912,1048,0,324,588
1400000US11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2796,48.4,29.8,0.4,0.5,99.1,0.0,0.0,0.0,0.0,"Census Tract 75.04, District of Columbia, District of Columbia",9.4,37.3,17147,23256,"Census Tract 75.04, District of Columbia, District of Columbia",1110,2.49,3.80,2762,12.6,"Census Tract 75.04, District of Columbia, District of Columbia",1342,1110,1342,32,216,894
1400000US11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",4965,44.6,38.9,5.0,7.6,86.5,0.0,0.2,0.0,0.0,"Census Tract 76.01, District of Columbia, District of Columbia",7.7,34.7,36195,27944,"Census Tract 76.01, District of Columbia, District of Columbia",2139,2.27,3.40,4860,22.1,"Census Tract 76.01, District of Columbia, District of Columbia",2364,2139,2364,9,802,1337
1400000US11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",4530,45.4,43.7,7.7,6.7,84.8,0.0,0.6,0.0,0.0,"Census Tract 76.03, District of Columbia, District of Columbia",2.0,36.7,47645,33957,"Census Tract 76.03, District of Columbia, District of Columbia",2244,2.01,4.00,4513,36.2,"Census Tract 76.03, District of Columbia, District of Columbia",2412,2244,2412,0,1066,1178
1400000US11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",4522,46.4,40.1,4.0,4.4,87.0,0.8,0.4,0.0,0.4,"Census Tract 76.04, District of Columbia, District of Columbia",9.7,31.0,64193,39003,"Census Tract 76.04, District of Columbia, District of Columbia",1818,2.47,3.60,4494,26.7,"Census Tract 76.04, District of Columbia, District of Columbia",2021,1818,2021,0,564,1254
1400000US11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3933,43.4,38.1,6.9,5.4,84.7,0.0,1.3,0.0,0.0,"Census Tract 76.05, District of Columbia, District of Columbia",10.3,32.0,40239,25706,"Census Tract 76.05, District of Columbia, District of Columbia",1597,2.38,3.36,3802,23.4,"Census Tract 76.05, District of Columbia, District of Columbia",1844,1597,1844,37,336,1261
1400000US11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",6682,50.1,26.3,4.8,0.0,94.4,0.3,0.4,0.0,0.0,"Census Tract 77.03, District of Columbia, District of Columbia",11.2,29.1,27879,16994,"Census Tract 77.03, District of Columbia, District of Columbia",2190,3.04,4.20,6663,6.0,"Census Tract 77.03, District of Columbia, District of Columbia",2474,2190,2474,0,306,1884
1400000US11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",4787,47.8,32.2,1.7,1.0,96.0,0.0,0.0,0.0,0.0,"Census Tract 77.07, District of Columbia, District of Columbia",6.3,34.9,40168,21582,"Census Tract 77.07, District of Columbia, District of Columbia",1591,2.99,3.93,4762,14.5,"Census Tract 77.07, District of Columbia, District of Columbia",1781,1591,1781,8,762,829
1400000US11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",3055,42.5,34.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"Census Tract 77.08, District of Columbia, District of Columbia",9.1,35.1,34167,18448,"Census Tract 77.08, District of Columbia, District of Columbia",1122,2.71,3.51,3036,1.1,"Census Tract 77.08, District of Columbia, District of Columbia",1318,1122,1318,0,186,936
1400000US11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2410,47.5,39.4,2.9,0.8,92.1,0.3,0.0,0.0,0.0,"Census Tract 77.09, District of Columbia, District of Columbia",11.6,35.0,29717,22441,"Census Tract 77.09, District of Columbia, District of Columbia",1045,2.28,3.36,2383,18.6,"Census Tract 77.09, District of Columbia, District of Columbia",1173,1045,1173,0,168,877
1400000US11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",4232,48.8,33.8,7.9,2.4,87.9,0.6,0.2,0.0,0.5,"Census Tract 78.03, District of Columbia, District of Columbia",10.7,35.1,40933,29087,"Census Tract 78.03, District of Columbia, District of Columbia",1771,2.36,3.68,4184,19.9,"Census Tract 78.03, District of Columbia, District of Columbia",2026,1771,2026,208,650,1121
1400000US11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",3833,43.0,34.0,0.7,1.0,94.9,0.0,0.4,0.0,0.0,"Census Tract 78.04, District of Columbia, District of Columbia",4.6,34.9,53426,23277,"Census Tract 78.04, District of Columbia, District of Columbia",1224,2.85,3.72,3493,22.5,"Census Tract 78.04, District of Columbia, District of Columbia",1497,1224,1497,50,500,724
1400000US11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2447,45.9,38.0,0.2,1.6,96.9,1.3,0.0,0.0,0.0,"Census Tract 78.06, District of Columbia, District of Columbia",13.2,37.1,36894,24627,"Census Tract 78.06, District of Columbia, District of Columbia",1026,2.36,3.58,2424,21.5,"Census Tract 78.06, District of Columbia, District of Columbia",1135,1026,1135,0,434,592
1400000US11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",2297,40.3,39.3,2.2,0.7,93.8,0.0,0.3,0.0,0.0,"Census Tract 78.07, District of Columbia, District of Columbia",15.3,43.5,38861,29461,"Census Tract 78.07, District of Columbia, District of Columbia",863,2.63,3.50,2266,13.6,"Census Tract 78.07, District of Columbia, District of Columbia",948,863,948,0,315,548
1400000US11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",3939,42.1,30.8,2.0,0.0,96.1,0.7,0.3,0.0,0.0,"Census Tract 78.08, District of Columbia, District of Columbia",7.9,41.2,33568,21437,"Census Tract 78.08, District of Columbia, District of Columbia",1453,2.68,3.51,3897,22.5,"Census Tract 78.08, District of Columbia, District of Columbia",1727,1453,1727,0,692,761
1400000US11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",3034,44.4,34.0,2.7,0.0,94.4,0.0,0.3,0.0,0.0,"Census Tract 78.09, District of Columbia, District of Columbia",10.5,42.3,51094,23375,"Census Tract 78.09, District of Columbia, District of Columbia",1147,2.62,3.58,3004,12.7,"Census Tract 78.09, District of Columbia, District of Columbia",1353,1147,1353,0,665,482
1400000US11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",4193,47.1,33.0,2.7,23.8,68.7,0.6,0.5,0.0,2.1,"Census Tract 79.01, District of Columbia, District of Columbia",8.2,32.6,67122,33411,"Census Tract 79.01, District of Columbia, District of Columbia",1565,2.68,3.66,4193,41.9,"Census Tract 79.01, District of Columbia, District of Columbia",1847,1565,1847,26,606,959
1400000US11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",1968,48.8,35.4,3.8,23.1,70.4,0.0,1.4,0.0,0.4,"Census Tract 79.03, District of Columbia, District of Columbia",4.5,35.6,85357,42658,"Census Tract 79.03, District of Columbia, District of Columbia",800,2.46,3.52,1968,51.5,"Census Tract 79.03, District of Columbia, District of Columbia",917,800,917,18,525,275
